transcript_id,set,archetype,sub_type,market,resolution,sentiment_arc,agent_consistency,intent,turns,customer_start_sentiment,customer_end_sentiment,customer_sentiment_delta,agent_mean_sentiment,agent_min_sentiment,customer_mean_sentiment,predicted_intent,intent_confidence,predicted_resolution,resolution_confidence,resolution_signals,resolution_score,sentiment_score,consistency_score,efficiency_score,final_score,narrative
VS_0584,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/Mashreq Neo,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4624,-0.34,0.1603,kyc_verification,0.4009,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,57.94,66.67,84.53,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0585,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/GTBank,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,21,0.4479,0.4074,-0.0405,0.4735,-0.34,0.1937,kyc_verification,0.5064,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,69.94,60.13,50.0,78.01,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0586,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/Equity Bank,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4624,-0.34,0.1603,kyc_verification,0.3559,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,57.94,66.67,84.53,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0587,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/Emirates NBD,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4774,-0.34,0.1603,kyc_verification,0.5233,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,60.91,66.67,85.12,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0588,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/Kuda,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.36,0.4074,0.0474,0.4741,-0.34,0.1957,kyc_verification,0.4828,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,76.22,60.25,66.67,81.58,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0589,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/Absa Kenya,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.4168,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0590,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/RAKBANK,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.4804,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0591,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/Moniepoint,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4741,-0.34,0.1603,kyc_verification,0.4465,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,60.25,66.67,84.99,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0592,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/KCB,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.4133,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0593,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/Mashreq Neo,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.497,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0594,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/GTBank,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4741,-0.34,0.1603,kyc_verification,0.4381,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,60.25,66.67,84.99,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0595,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/KCB,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4624,-0.34,0.1603,kyc_verification,0.4582,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,57.94,66.67,84.53,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0596,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/Mashreq Neo,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.4479,0.4074,-0.0405,0.4812,-0.34,0.2421,kyc_verification,0.5239,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,69.94,61.66,83.33,81.65,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0597,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/Moniepoint,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.36,0.4074,0.0474,0.4741,-0.34,0.1957,kyc_verification,0.4348,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,76.22,60.25,66.67,81.58,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0598,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/Absa Kenya,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4624,-0.34,0.1603,kyc_verification,0.4025,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,57.94,66.67,84.53,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0599,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/Emirates NBD,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4881,-0.34,0.1804,kyc_verification,0.459,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,63.02,83.33,87.21,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0600,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/GTBank,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.36,0.4074,0.0474,0.4741,-0.34,0.1957,kyc_verification,0.4396,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,76.22,60.25,66.67,81.58,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0601,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/KCB,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.4733,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0602,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/Mashreq Neo,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.4309,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0603,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/GTBank,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.36,0.4074,0.0474,0.4741,-0.34,0.1957,kyc_verification,0.4262,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,76.22,60.25,66.67,81.58,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0604,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/KCB,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.4068,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0605,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/Emirates NBD,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4881,-0.34,0.1804,kyc_verification,0.4779,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,63.02,83.33,87.21,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0606,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/OPay,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4741,-0.34,0.1603,kyc_verification,0.4664,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,60.25,66.67,84.99,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0607,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/NCBA,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4715,-0.34,0.1804,kyc_verification,0.4447,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,59.74,83.33,86.56,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0608,volume,KYC_VERIFICATION,standard_kyc_pass,Gulf/UAE/Emirates NBD,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,17,0.201,0.4074,0.2064,0.4881,-0.34,0.1804,kyc_verification,0.5291,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,63.02,83.33,87.21,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call was handled efficiently with a low turn count.
VS_0609,volume,KYC_VERIFICATION,standard_kyc_pass,Nigeria/Moniepoint,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.5134,0.4074,-0.106,0.4817,-0.34,0.2298,kyc_verification,0.4857,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,65.26,61.76,66.67,78.59,Call ended in resolution. Customer sentiment was broadly stable through the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
VS_0610,volume,KYC_VERIFICATION,standard_kyc_pass,Kenya/KCB,resolved,neutral -> satisfied,neutral_positive_throughout,kyc_verification,19,0.201,0.4074,0.2064,0.4624,-0.34,0.1603,kyc_verification,0.3842,resolved,1.0,RESOLVED:live_login_confirmed | RESOLVED:live_account_visible | RESOLVED:live_login_confirmed | RESOLVED:warm_mutual_close | RESOLVED:resolution_confirmed,100.0,87.58,57.94,66.67,84.53,Call ended in resolution. Customer sentiment improved notably over the course of the call. Agent tone was adequate but showed some variation. Call length was within a normal range for this call type.
